CustID,Cor_Bo,Cor_Ca,Die_Bo,Ass_Ca,HD_Cor,Total_Rev,Cor_Bo_COGS,Cor_Ca_COGS,Die_Bo_COGS,Ass_Ca_COGS,HD_Cor_COGS,Total_COGS,Ships,Orders,ExpOr,Queries,Design
426," $64,995 "," $95,676 "," $93,328 "," $97,063 "," $10,040 "," $361,101 "," $15,274 "," $41,140 "," $58,330 "," $79,398 "," $8,212 "," $202,354 ",272,136,143,1597,905
427," $67,684 "," $90,118 "," $114,146 "," $94,410 "," $7,317 "," $373,674 "," $15,906 "," $38,751 "," $71,341 "," $77,227 "," $5,985 "," $209,210 ",212,106,89,1377,403
428," $54,402 "," $102,541 "," $102,081 "," $70,035 "," $11,712 "," $340,771 "," $12,784 "," $44,093 "," $63,801 "," $57,289 "," $9,580 "," $187,547 ",260,130,149,1675,944
429," $72,101 "," $95,647 "," $108,857 "," $88,276 "," $10,468 "," $375,349 "," $16,944 "," $41,128 "," $68,036 "," $72,210 "," $8,563 "," $206,880 ",420,140,149,1880,929
430," $58,263 "," $94,429 "," $106,642 "," $96,353 "," $7,241 "," $362,927 "," $13,692 "," $40,605 "," $66,651 "," $78,816 "," $5,923 "," $205,687 ",236,118,126,1715,528
431," $51,498 "," $105,163 "," $88,722 "," $100,471 "," $11,680 "," $357,533 "," $12,102 "," $45,220 "," $55,451 "," $82,185 "," $9,554 "," $204,512 ",131,131,139,1324,850
432," $56,295 "," $99,702 "," $103,548 "," $93,960 "," $12,329 "," $365,834 "," $13,229 "," $42,872 "," $64,717 "," $76,859 "," $10,085 "," $207,763 ",138,138,151,1853,947
433," $61,721 "," $107,223 "," $101,605 "," $86,725 "," $8,551 "," $365,824 "," $14,504 "," $46,106 "," $63,503 "," $70,941 "," $6,994 "," $202,049 ",236,118,112,1395,464
434," $61,436 "," $91,633 "," $98,900 "," $74,081 "," $12,570 "," $338,619 "," $14,437 "," $39,402 "," $61,812 "," $60,598 "," $10,282 "," $186,532 ",113,113,119,1325,491
435," $62,273 "," $98,736 "," $93,545 "," $83,636 "," $7,822 "," $346,012 "," $14,634 "," $42,457 "," $58,465 "," $68,414 "," $6,398 "," $190,369 ",268,134,151,1620,937
436," $66,878 "," $107,346 "," $122,465 "," $104,777 "," $6,198 "," $407,665 "," $15,716 "," $46,159 "," $76,541 "," $85,708 "," $5,070 "," $229,194 ",188,94,49,1668,331
437," $60,388 "," $92,301 "," $99,603 "," $66,555 "," $8,546 "," $327,393 "," $14,191 "," $39,690 "," $62,252 "," $54,442 "," $6,990 "," $177,565 ",132,132,150,1482,948
438," $57,283 "," $94,591 "," $98,189 "," $66,541 "," $12,268 "," $328,872 "," $13,462 "," $40,674 "," $61,368 "," $54,430 "," $10,035 "," $179,969 ",268,134,153,1679,976
439," $59,494 "," $93,320 "," $100,321 "," $80,026 "," $10,993 "," $344,153 "," $13,981 "," $40,128 "," $62,700 "," $65,461 "," $8,992 "," $191,262 ",369,123,127,1515,530
440," $63,018 "," $91,510 "," $106,659 "," $94,932 "," $10,935 "," $367,053 "," $14,809 "," $39,349 "," $66,662 "," $77,654 "," $8,944 "," $207,419 ",135,135,129,1754,544
441," $60,063 "," $103,051 "," $115,276 "," $87,682 "," $7,911 "," $373,983 "," $14,115 "," $44,312 "," $72,048 "," $71,723 "," $6,471 "," $208,669 ",266,133,143,1546,870
442," $51,429 "," $77,295 "," $121,839 "," $79,823 "," $10,619 "," $341,004 "," $12,086 "," $33,237 "," $76,149 "," $65,295 "," $8,686 "," $195,453 ",121,121,136,1146,843
443," $55,045 "," $89,526 "," $99,344 "," $94,845 "," $8,429 "," $347,188 "," $12,936 "," $38,496 "," $62,090 "," $77,583 "," $6,895 "," $197,999 ",429,143,154,1780,973
444," $66,834 "," $100,686 "," $116,872 "," $99,035 "," $10,425 "," $393,851 "," $15,706 "," $43,295 "," $73,045 "," $81,011 "," $8,527 "," $221,584 ",214,107,50,1512,341
445," $59,663 "," $94,316 "," $95,694 "," $67,063 "," $9,226 "," $325,961 "," $14,021 "," $40,556 "," $59,808 "," $54,857 "," $7,547 "," $176,789 ",302,104,173,1464,1215
446," $68,674 "," $99,435 "," $113,225 "," $72,326 "," $7,980 "," $361,641 "," $16,138 "," $42,757 "," $70,766 "," $59,163 "," $6,528 "," $195,352 ",312,104,84,1244,393
447," $50,791 "," $90,229 "," $107,751 "," $89,001 "," $8,308 "," $346,080 "," $11,936 "," $38,798 "," $67,344 "," $72,803 "," $6,796 "," $197,677 ",360,120,139,1233,851
448," $64,175 "," $86,203 "," $103,821 "," $79,011 "," $7,791 "," $341,000 "," $15,081 "," $37,067 "," $64,888 "," $64,631 "," $6,373 "," $188,040 ",240,120,124,1530,525
449," $59,979 "," $98,203 "," $120,743 "," $92,728 "," $12,214 "," $383,866 "," $14,095 "," $42,227 "," $75,464 "," $75,851 "," $9,991 "," $217,629 ",118,118,116,1652,473
450," $59,868 "," $99,251 "," $96,264 "," $70,876 "," $14,504 "," $340,762 "," $14,069 "," $42,678 "," $60,165 "," $57,977 "," $11,864 "," $186,752 ",324,105,171,1624,1222
451," $65,921 "," $93,542 "," $103,016 "," $96,469 "," $9,345 "," $368,291 "," $15,491 "," $40,223 "," $64,385 "," $78,911 "," $7,644 "," $206,654 ",408,136,148,1645,908
452," $67,254 "," $99,466 "," $103,817 "," $58,914 "," $9,755 "," $339,206 "," $15,805 "," $42,770 "," $64,886 "," $48,191 "," $7,980 "," $179,632 ",426,142,157,1739,982
453," $51,568 "," $113,629 "," $89,149 "," $73,153 "," $6,651 "," $334,149 "," $12,118 "," $48,861 "," $55,718 "," $59,839 "," $5,440 "," $181,976 ",232,116,133,1106,840
454," $61,740 "," $87,205 "," $103,173 "," $98,528 "," $11,342 "," $361,988 "," $14,509 "," $37,498 "," $64,483 "," $80,595 "," $9,278 "," $206,364 ",240,120,121,1596,501
455," $63,787 "," $110,477 "," $99,211 "," $56,376 "," $10,057 "," $339,908 "," $14,990 "," $47,505 "," $62,007 "," $46,116 "," $8,227 "," $178,844 ",222,111,121,1421,506
456," $62,318 "," $97,182 "," $104,489 "," $81,331 "," $9,519 "," $354,839 "," $14,645 "," $41,788 "," $65,306 "," $66,528 "," $7,786 "," $196,054 ",300,100,48,1093,337
457," $50,486 "," $68,575 "," $113,869 "," $78,779 "," $8,080 "," $319,788 "," $11,864 "," $29,487 "," $71,168 "," $64,441 "," $6,610 "," $183,570 ",272,136,154,1610,978
458," $62,482 "," $81,063 "," $116,655 "," $82,230 "," $16,219 "," $358,649 "," $14,683 "," $34,857 "," $72,909 "," $67,264 "," $13,267 "," $202,981 ",369,123,118,1434,480
459," $62,349 "," $82,759 "," $101,812 "," $116,464 "," $10,202 "," $373,585 "," $14,652 "," $35,586 "," $63,632 "," $95,268 "," $8,345 "," $217,483 ",114,114,117,1385,443
460," $65,186 "," $81,924 "," $92,075 "," $94,729 "," $7,655 "," $341,568 "," $15,319 "," $35,227 "," $57,547 "," $77,488 "," $6,262 "," $191,842 ",303,101,112,1170,443
461," $63,292 "," $102,065 "," $106,761 "," $99,514 "," $11,863 "," $383,495 "," $14,874 "," $43,888 "," $66,725 "," $81,402 "," $9,704 "," $216,593 ",303,101,48,1408,334
462," $60,027 "," $103,211 "," $96,359 "," $79,388 "," $11,030 "," $350,014 "," $14,106 "," $44,381 "," $60,224 "," $64,939 "," $9,022 "," $192,672 ",141,141,148,1535,924
463," $65,649 "," $103,525 "," $111,013 "," $98,078 "," $6,875 "," $385,140 "," $15,428 "," $44,516 "," $69,383 "," $80,228 "," $5,623 "," $215,178 ",190,95,47,1417,328
464," $64,578 "," $83,220 "," $111,850 "," $98,818 "," $8,771 "," $367,236 "," $15,176 "," $35,784 "," $69,906 "," $80,833 "," $7,175 "," $208,874 ",423,141,147,1790,924
465," $64,465 "," $95,762 "," $94,847 "," $52,664 "," $9,096 "," $316,833 "," $15,149 "," $41,178 "," $59,279 "," $43,079 "," $7,441 "," $166,126 ",292,95,175,1438,1224
466," $59,960 "," $95,307 "," $110,891 "," $83,448 "," $12,322 "," $361,926 "," $14,091 "," $40,982 "," $69,307 "," $68,260 "," $10,079 "," $202,718 ",336,112,117,1388,464
467," $56,386 "," $108,148 "," $120,796 "," $63,655 "," $12,097 "," $361,081 "," $13,251 "," $46,504 "," $75,497 "," $52,070 "," $9,895 "," $197,216 ",369,123,124,1704,541
468," $55,839 "," $92,309 "," $125,752 "," $104,139 "," $7,475 "," $385,513 "," $13,122 "," $39,693 "," $78,595 "," $85,186 "," $6,114 "," $222,710 ",279,93,45,1516,341
469," $52,756 "," $95,079 "," $98,277 "," $83,839 "," $12,202 "," $342,152 "," $12,398 "," $40,884 "," $61,423 "," $68,580 "," $9,981 "," $193,266 ",278,91,159,1764,974
470," $56,398 "," $103,767 "," $91,529 "," $66,294 "," $12,094 "," $330,081 "," $13,254 "," $44,620 "," $57,205 "," $54,228 "," $9,893 "," $179,200 ",480,107,177,1677,1254
471," $66,915 "," $80,506 "," $88,305 "," $68,397 "," $10,781 "," $314,903 "," $15,725 "," $34,617 "," $55,191 "," $55,948 "," $8,819 "," $170,300 ",144,144,151,1268,933
472," $72,781 "," $83,330 "," $110,198 "," $69,673 "," $8,430 "," $344,411 "," $17,104 "," $35,832 "," $68,873 "," $56,992 "," $6,896 "," $185,697 ",345,115,115,1311,474
473," $56,365 "," $81,836 "," $106,369 "," $73,863 "," $9,877 "," $328,310 "," $13,246 "," $35,189 "," $66,480 "," $60,420 "," $8,080 "," $183,415 ",134,134,145,1166,886
474," $56,449 "," $93,226 "," $80,420 "," $102,907 "," $10,145 "," $343,145 "," $13,266 "," $40,087 "," $50,262 "," $84,178 "," $8,298 "," $196,091 ",122,122,127,1458,517
475," $63,161 "," $90,561 "," $104,153 "," $98,789 "," $10,995 "," $367,658 "," $14,843 "," $38,941 "," $65,096 "," $80,809 "," $8,994 "," $208,682 ",101,101,81,1164,361
476," $64,395 "," $105,112 "," $84,196 "," $72,616 "," $5,241 "," $331,560 "," $15,133 "," $45,198 "," $52,623 "," $59,400 "," $4,287 "," $176,640 ",405,135,152,1561,951
477," $56,481 "," $85,577 "," $100,135 "," $70,992 "," $9,131 "," $322,316 "," $13,273 "," $36,798 "," $62,584 "," $58,071 "," $7,469 "," $178,196 ",123,123,142,1135,874
478," $59,300 "," $90,284 "," $116,515 "," $93,569 "," $6,628 "," $366,296 "," $13,936 "," $38,822 "," $72,822 "," $76,539 "," $5,422 "," $207,540 ",297,99,82,1223,366
479," $59,075 "," $78,472 "," $100,513 "," $70,021 "," $11,293 "," $319,373 "," $13,883 "," $33,743 "," $62,821 "," $57,277 "," $9,238 "," $176,961 ",420,140,152,1431,952
480," $72,128 "," $97,785 "," $100,107 "," $98,774 "," $8,233 "," $377,027 "," $16,950 "," $42,048 "," $62,567 "," $80,797 "," $6,734 "," $209,096 ",204,102,77,1205,347
481," $57,949 "," $106,725 "," $114,867 "," $84,695 "," $10,305 "," $374,540 "," $13,618 "," $45,892 "," $71,792 "," $69,280 "," $8,429 "," $209,011 ",113,113,115,1562,471
482," $52,085 "," $88,099 "," $112,886 "," $73,530 "," $10,644 "," $337,243 "," $12,240 "," $37,882 "," $70,553 "," $60,147 "," $8,707 "," $189,530 ",137,137,143,1345,901
483," $65,104 "," $85,969 "," $87,385 "," $103,037 "," $11,142 "," $352,637 "," $15,299 "," $36,967 "," $54,615 "," $84,284 "," $9,115 "," $200,280 ",200,100,85,1177,389
484," $49,291 "," $99,999 "," $90,969 "," $96,135 "," $7,945 "," $344,338 "," $11,583 "," $43,000 "," $56,855 "," $78,638 "," $6,499 "," $196,576 ",136,136,152,1613,939
485," $59,372 "," $80,827 "," $101,619 "," $98,658 "," $12,584 "," $353,060 "," $13,952 "," $34,756 "," $63,512 "," $80,702 "," $10,294 "," $203,216 ",296,97,175,1773,1225
486," $55,759 "," $85,489 "," $112,903 "," $97,759 "," $10,584 "," $362,494 "," $13,103 "," $36,760 "," $70,564 "," $79,967 "," $8,658 "," $209,053 ",228,114,135,1392,835
487," $55,119 "," $112,512 "," $108,140 "," $81,780 "," $9,926 "," $367,476 "," $12,953 "," $48,380 "," $67,587 "," $66,896 "," $8,119 "," $203,936 ",273,91,42,1198,314
488," $57,594 "," $102,529 "," $107,538 "," $102,834 "," $11,229 "," $381,723 "," $13,535 "," $44,087 "," $67,211 "," $84,118 "," $9,185 "," $218,136 ",174,87,39,1247,296
489," $61,409 "," $102,037 "," $114,202 "," $99,093 "," $8,855 "," $385,595 "," $14,431 "," $43,876 "," $71,376 "," $81,058 "," $7,243 "," $217,984 ",306,102,84,1405,370
490," $58,277 "," $102,221 "," $104,167 "," $93,670 "," $8,047 "," $366,382 "," $13,695 "," $43,955 "," $65,104 "," $76,622 "," $6,582 "," $205,959 ",324,108,86,1200,375
491," $59,987 "," $88,509 "," $96,397 "," $73,341 "," $10,615 "," $328,849 "," $14,097 "," $38,059 "," $60,248 "," $59,993 "," $8,683 "," $181,080 ",156,89,179,1771,1264
492," $44,364 "," $82,783 "," $88,473 "," $88,871 "," $11,210 "," $315,700 "," $10,426 "," $35,597 "," $55,296 "," $72,696 "," $9,170 "," $183,184 ",414,98,172,1393,1205
493," $68,147 "," $105,516 "," $94,168 "," $84,854 "," $9,026 "," $361,710 "," $16,015 "," $45,372 "," $58,855 "," $69,411 "," $7,383 "," $197,035 ",396,132,126,1560,516
494," $62,766 "," $83,435 "," $116,988 "," $75,560 "," $10,468 "," $349,216 "," $14,750 "," $35,877 "," $73,117 "," $61,808 "," $8,563 "," $194,115 ",423,141,153,1705,949
495," $57,205 "," $89,560 "," $98,476 "," $79,533 "," $10,853 "," $335,627 "," $13,443 "," $38,511 "," $61,548 "," $65,058 "," $8,878 "," $187,437 ",256,128,144,1335,890
496," $59,762 "," $114,056 "," $100,013 "," $91,046 "," $10,942 "," $375,818 "," $14,044 "," $49,044 "," $62,508 "," $74,475 "," $8,951 "," $209,022 ",137,137,144,1794,908
497," $64,725 "," $89,528 "," $90,731 "," $86,957 "," $7,630 "," $339,570 "," $15,210 "," $38,497 "," $56,707 "," $71,130 "," $6,241 "," $187,786 ",135,135,147,1556,935
498," $60,171 "," $87,455 "," $95,284 "," $92,148 "," $8,066 "," $343,123 "," $14,140 "," $37,606 "," $59,553 "," $75,377 "," $6,598 "," $193,273 ",214,107,112,1152,447
499," $68,254 "," $99,815 "," $103,481 "," $78,880 "," $10,333 "," $360,762 "," $16,040 "," $42,920 "," $64,676 "," $64,524 "," $8,452 "," $196,611 ",266,133,140,1480,872
500," $54,828 "," $83,904 "," $98,690 "," $77,691 "," $9,344 "," $324,457 "," $12,885 "," $36,079 "," $61,681 "," $63,551 "," $7,643 "," $181,839 ",276,138,153,1476,954
501," $28,291 "," $64,132 "," $80,994 "," $177,741 "," $19,462 "," $370,620 "," $6,648 "," $27,577 "," $50,621 "," $145,392 "," $15,920 "," $246,159 ",52,52,26,583,183
502," $31,290 "," $67,927 "," $69,661 "," $207,524 "," $16,844 "," $393,245 "," $7,353 "," $29,209 "," $43,538 "," $169,755 "," $13,778 "," $263,632 ",92,46,20,547,150
503," $34,802 "," $63,220 "," $60,172 "," $237,438 "," $18,717 "," $414,348 "," $8,178 "," $27,185 "," $37,608 "," $194,224 "," $15,310 "," $282,505 ",36,36,14,339,88
504," $26,776 "," $61,340 "," $69,206 "," $191,632 "," $22,628 "," $371,582 "," $6,292 "," $26,376 "," $43,253 "," $156,755 "," $18,510 "," $251,187 ",159,53,29,683,207
505," $27,028 "," $64,224 "," $70,252 "," $207,481 "," $21,148 "," $390,133 "," $6,352 "," $27,617 "," $43,908 "," $169,719 "," $17,299 "," $264,894 ",156,52,25,559,173
506," $26,087 "," $56,816 "," $75,478 "," $202,667 "," $22,082 "," $383,129 "," $6,130 "," $24,431 "," $47,173 "," $165,781 "," $18,063 "," $261,579 ",159,53,25,532,169
507," $32,495 "," $60,799 "," $66,441 "," $239,091 "," $22,716 "," $421,540 "," $7,636 "," $26,144 "," $41,525 "," $195,576 "," $18,581 "," $289,463 ",111,37,12,378,85
508," $27,486 "," $52,519 "," $74,778 "," $196,475 "," $18,027 "," $369,284 "," $6,459 "," $22,583 "," $46,736 "," $160,717 "," $14,746 "," $251,241 ",55,55,30,697,208
509," $28,704 "," $57,886 "," $64,687 "," $219,313 "," $18,543 "," $389,132 "," $6,745 "," $24,891 "," $40,429 "," $179,398 "," $15,168 "," $266,631 ",70,35,19,476,141
510," $28,639 "," $59,192 "," $77,602 "," $206,321 "," $21,106 "," $392,859 "," $6,730 "," $25,452 "," $48,501 "," $168,770 "," $17,265 "," $266,719 ",132,44,19,325,131
511," $35,089 "," $66,719 "," $84,987 "," $151,830 "," $18,382 "," $357,007 "," $8,246 "," $28,689 "," $53,117 "," $124,197 "," $15,037 "," $229,285 ",114,57,31,763,240
512," $34,641 "," $65,940 "," $77,266 "," $234,697 "," $18,994 "," $431,538 "," $8,141 "," $28,354 "," $48,291 "," $191,982 "," $15,537 "," $292,306 ",54,27,5,184,47
513," $27,134 "," $66,572 "," $81,974 "," $226,925 "," $19,459 "," $422,064 "," $6,376 "," $28,626 "," $51,233 "," $185,625 "," $15,918 "," $287,778 ",87,29,8,176,49
514," $29,821 "," $64,885 "," $78,708 "," $265,858 "," $21,412 "," $460,683 "," $7,008 "," $27,900 "," $49,193 "," $217,471 "," $17,515 "," $319,087 ",117,39,5,228,40
515," $29,260 "," $72,322 "," $74,708 "," $291,885 "," $20,444 "," $488,619 "," $6,876 "," $31,098 "," $46,692 "," $238,762 "," $16,724 "," $340,152 ",60,30,4,251,31
516," $30,851 "," $59,456 "," $69,349 "," $198,752 "," $19,990 "," $378,398 "," $7,250 "," $25,566 "," $43,343 "," $162,579 "," $16,352 "," $255,090 ",90,45,26,617,184
517," $26,290 "," $57,213 "," $85,747 "," $233,624 "," $25,854 "," $428,728 "," $6,178 "," $24,602 "," $53,592 "," $191,104 "," $21,148 "," $296,624 ",29,29,6,203,44
518," $28,835 "," $63,747 "," $75,758 "," $185,165 "," $19,770 "," $373,275 "," $6,776 "," $27,411 "," $47,348 "," $151,465 "," $16,172 "," $249,173 ",114,57,28,697,202
519," $31,535 "," $64,028 "," $73,626 "," $184,223 "," $20,831 "," $374,242 "," $7,411 "," $27,532 "," $46,016 "," $150,694 "," $17,039 "," $248,692 ",147,49,27,624,197
520," $34,272 "," $65,092 "," $69,927 "," $228,100 "," $21,067 "," $418,457 "," $8,054 "," $27,989 "," $43,704 "," $186,585 "," $17,233 "," $283,566 ",123,41,13,390,98
521," $29,746 "," $69,403 "," $66,794 "," $221,865 "," $17,836 "," $405,643 "," $6,990 "," $29,843 "," $41,746 "," $181,485 "," $14,590 "," $274,655 ",132,44,16,344,115
522," $32,877 "," $61,959 "," $76,689 "," $216,413 "," $20,275 "," $408,212 "," $7,726 "," $26,642 "," $47,930 "," $177,025 "," $16,585 "," $275,909 ",90,45,21,531,134
523," $36,430 "," $69,796 "," $76,150 "," $166,475 "," $19,167 "," $368,018 "," $8,561 "," $30,012 "," $47,593 "," $136,176 "," $15,679 "," $238,022 ",153,51,27,591,193
524," $28,040 "," $64,751 "," $86,051 "," $241,440 "," $22,232 "," $442,514 "," $6,589 "," $27,843 "," $53,782 "," $197,498 "," $18,186 "," $303,898 ",96,32,7,260,56
525," $32,571 "," $61,229 "," $78,684 "," $217,993 "," $17,704 "," $408,181 "," $7,654 "," $26,329 "," $49,177 "," $178,318 "," $14,482 "," $275,960 ",96,32,11,358,87
526," $33,623 "," $59,292 "," $60,974 "," $225,142 "," $19,893 "," $398,923 "," $7,901 "," $25,496 "," $38,108 "," $184,166 "," $16,273 "," $271,944 ",38,38,17,424,123
527," $30,716 "," $64,641 "," $68,600 "," $215,151 "," $21,282 "," $400,390 "," $7,218 "," $27,795 "," $42,875 "," $175,994 "," $17,409 "," $271,291 ",96,48,21,578,147
528," $26,190 "," $56,344 "," $75,821 "," $229,825 "," $19,375 "," $407,555 "," $6,155 "," $24,228 "," $47,388 "," $187,997 "," $15,849 "," $281,616 ",84,42,15,420,104
529," $33,171 "," $62,338 "," $58,688 "," $201,768 "," $20,462 "," $376,427 "," $7,795 "," $26,806 "," $36,680 "," $165,046 "," $16,738 "," $253,065 ",96,48,27,618,194
530," $32,595 "," $61,992 "," $62,311 "," $166,257 "," $23,561 "," $346,716 "," $7,660 "," $26,657 "," $38,944 "," $135,998 "," $19,273 "," $228,532 ",192,64,37,797,248
531," $27,988 "," $53,013 "," $69,213 "," $237,858 "," $19,947 "," $408,018 "," $6,577 "," $22,796 "," $43,258 "," $194,568 "," $16,316 "," $283,515 ",105,35,12,277,80
532," $29,588 "," $55,916 "," $53,841 "," $201,246 "," $19,915 "," $360,505 "," $6,953 "," $24,044 "," $33,650 "," $164,619 "," $16,290 "," $245,556 ",98,49,31,712,223
533," $31,013 "," $58,925 "," $66,469 "," $244,427 "," $22,436 "," $423,270 "," $7,288 "," $25,338 "," $41,543 "," $199,941 "," $18,353 "," $292,463 ",114,38,16,512,102
534," $32,153 "," $68,558 "," $46,855 "," $225,142 "," $19,526 "," $392,233 "," $7,556 "," $29,480 "," $29,284 "," $184,166 "," $15,972 "," $266,458 ",129,43,23,617,163
535," $28,077 "," $54,298 "," $68,373 "," $230,173 "," $19,241 "," $400,162 "," $6,598 "," $23,348 "," $42,733 "," $188,282 "," $15,739 "," $276,700 ",114,38,15,361,110
536," $27,508 "," $63,989 "," $75,649 "," $263,393 "," $17,885 "," $448,424 "," $6,464 "," $27,515 "," $47,281 "," $215,455 "," $14,630 "," $311,345 ",63,21,3,226,27
537," $25,752 "," $56,020 "," $61,040 "," $254,214 "," $20,660 "," $417,687 "," $6,052 "," $24,089 "," $38,150 "," $207,947 "," $16,900 "," $293,138 ",34,34,10,286,75
538," $32,484 "," $70,307 "," $66,010 "," $258,825 "," $15,491 "," $443,116 "," $7,634 "," $30,232 "," $41,256 "," $211,719 "," $12,671 "," $303,512 ",62,31,5,237,41
539," $24,906 "," $65,491 "," $65,450 "," $251,169 "," $22,291 "," $429,307 "," $5,853 "," $28,161 "," $40,906 "," $205,456 "," $18,234 "," $298,611 ",108,36,10,236,63
540," $26,673 "," $69,995 "," $70,924 "," $220,516 "," $19,473 "," $407,582 "," $6,268 "," $30,098 "," $44,328 "," $180,382 "," $15,929 "," $277,005 ",72,36,16,491,124
541," $30,330 "," $64,887 "," $72,212 "," $204,653 "," $18,949 "," $391,030 "," $7,128 "," $27,901 "," $45,133 "," $167,406 "," $15,500 "," $263,067 ",123,41,21,507,146
542," $31,556 "," $57,712 "," $58,545 "," $212,657 "," $18,662 "," $379,132 "," $7,416 "," $24,816 "," $36,590 "," $173,953 "," $15,266 "," $258,041 ",165,55,27,716,192
543," $25,123 "," $55,817 "," $74,550 "," $237,844 "," $17,035 "," $410,369 "," $5,904 "," $24,001 "," $46,594 "," $194,556 "," $13,935 "," $284,990 ",78,39,14,348,100
544," $28,098 "," $54,899 "," $71,950 "," $258,405 "," $19,618 "," $432,969 "," $6,603 "," $23,607 "," $44,968 "," $211,375 "," $16,047 "," $302,600 ",102,34,8,319,63
545," $26,785 "," $66,555 "," $61,257 "," $234,378 "," $21,554 "," $410,530 "," $6,294 "," $28,619 "," $38,286 "," $191,721 "," $17,631 "," $282,551 ",38,38,11,366,91
546," $28,556 "," $63,339 "," $62,440 "," $266,916 "," $19,213 "," $440,464 "," $6,711 "," $27,236 "," $39,025 "," $218,337 "," $15,716 "," $307,025 ",36,36,8,256,56
547," $35,880 "," $64,518 "," $65,755 "," $232,102 "," $17,439 "," $415,692 "," $8,432 "," $27,743 "," $41,097 "," $189,859 "," $14,265 "," $281,395 ",117,39,11,303,78
548," $30,005 "," $61,264 "," $70,970 "," $200,869 "," $18,640 "," $381,747 "," $7,051 "," $26,344 "," $44,356 "," $164,310 "," $15,247 "," $257,308 ",150,50,26,637,183
549," $27,687 "," $65,797 "," $70,081 "," $261,348 "," $21,588 "," $446,500 "," $6,506 "," $28,293 "," $43,800 "," $213,783 "," $17,659 "," $310,041 ",81,27,5,228,40
550," $23,433 "," $66,701 "," $54,380 "," $207,611 "," $20,643 "," $372,768 "," $5,507 "," $28,681 "," $33,987 "," $169,826 "," $16,886 "," $254,887 ",90,45,26,575,189
551," $31,922 "," $48,501 "," $63,746 "," $221,198 "," $21,677 "," $387,043 "," $7,502 "," $20,855 "," $39,841 "," $180,940 "," $17,732 "," $266,869 ",86,43,22,502,151
552," $27,534 "," $62,416 "," $64,488 "," $204,653 "," $17,433 "," $376,524 "," $6,470 "," $26,839 "," $40,305 "," $167,406 "," $14,260 "," $255,280 ",104,52,26,549,180
553," $35,481 "," $56,615 "," $76,657 "," $183,063 "," $20,439 "," $372,254 "," $8,338 "," $24,344 "," $47,911 "," $149,745 "," $16,719 "," $247,057 ",56,56,26,599,191
554," $30,387 "," $66,447 "," $56,182 "," $220,995 "," $20,580 "," $394,590 "," $7,141 "," $28,572 "," $35,114 "," $180,774 "," $16,835 "," $268,435 ",88,44,22,555,160
555," $33,085 "," $64,981 "," $71,418 "," $203,638 "," $22,259 "," $395,381 "," $7,775 "," $27,942 "," $44,636 "," $166,576 "," $18,208 "," $265,137 ",96,48,22,510,146
556," $25,760 "," $65,489 "," $74,505 "," $166,373 "," $17,581 "," $349,708 "," $6,054 "," $28,160 "," $46,565 "," $136,093 "," $14,382 "," $231,254 ",110,55,33,732,232
557," $23,423 "," $51,342 "," $74,319 "," $219,617 "," $17,688 "," $386,390 "," $5,504 "," $22,077 "," $46,449 "," $179,647 "," $14,469 "," $268,147 ",84,42,22,591,159
558," $31,636 "," $57,880 "," $59,920 "," $238,482 "," $20,273 "," $408,190 "," $7,434 "," $24,888 "," $37,450 "," $195,078 "," $16,583 "," $281,434 ",38,38,12,384,99
559," $26,508 "," $70,034 "," $57,257 "," $219,414 "," $20,863 "," $394,076 "," $6,229 "," $30,115 "," $35,785 "," $179,481 "," $17,066 "," $268,676 ",47,47,22,507,155
560," $28,486 "," $54,538 "," $82,663 "," $188,428 "," $19,989 "," $374,104 "," $6,694 "," $23,451 "," $51,664 "," $154,134 "," $16,351 "," $252,295 ",90,45,25,592,186
561," $33,998 "," $58,224 "," $64,792 "," $200,245 "," $24,821 "," $382,080 "," $7,990 "," $25,036 "," $40,495 "," $163,800 "," $20,304 "," $257,625 ",141,47,24,611,180
562," $27,152 "," $73,257 "," $69,010 "," $245,065 "," $18,324 "," $432,807 "," $6,381 "," $31,500 "," $43,131 "," $200,463 "," $14,989 "," $296,464 ",66,33,8,179,49
563," $33,647 "," $65,420 "," $73,409 "," $233,958 "," $19,957 "," $426,391 "," $7,907 "," $28,130 "," $45,881 "," $191,377 "," $16,325 "," $289,620 ",56,28,5,186,47
564," $31,914 "," $67,537 "," $71,757 "," $255,969 "," $21,041 "," $448,218 "," $7,500 "," $29,041 "," $44,848 "," $209,382 "," $17,212 "," $307,983 ",38,38,10,325,59
565," $29,790 "," $59,380 "," $66,791 "," $244,137 "," $17,555 "," $417,652 "," $7,001 "," $25,534 "," $41,744 "," $199,704 "," $14,360 "," $288,342 ",33,33,8,306,75
566," $35,112 "," $58,232 "," $81,284 "," $201,985 "," $19,967 "," $396,581 "," $8,251 "," $25,040 "," $50,803 "," $165,224 "," $16,333 "," $265,651 ",88,44,19,478,140
567," $27,157 "," $59,169 "," $76,290 "," $225,533 "," $19,433 "," $407,581 "," $6,382 "," $25,443 "," $47,681 "," $184,486 "," $15,896 "," $279,888 ",94,47,21,559,139
568," $34,608 "," $67,675 "," $74,508 "," $211,947 "," $20,473 "," $409,210 "," $8,133 "," $29,100 "," $46,568 "," $173,372 "," $16,747 "," $273,920 ",44,44,18,500,123
